time_code,value
20190329 19:46,77.71
20190329 20:06,60.81
20190329 20:26,27.39
20190329 20:46,20.07
20190329 21:06,11.92
20190329 21:26,21.03
20190329 21:46,11.71
20190329 22:06,12.9
20190329 22:26,45.06
20190329 22:46,52.19
20190329 23:06,62.91
20190329 23:46,33.15
20190330 00:46,0.59
20190330 01:06,0.6
20190330 01:46,0.3
20190330 02:26,0.45
20190330 03:26,0.64
20190330 04:06,2.34
20190330 05:26,0.8
20190330 06:06,1.8
20190330 06:26,0.9
20190330 07:06,0.81
20190330 07:26,5.5
20190330 07:46,6.05
20190330 08:06,9.0
20190330 08:46,6.51
20190330 09:06,9.03
20190330 09:26,11.19
20190330 09:46,8.22
20190330 10:06,26.22
20190330 10:26,29.77
20190330 10:46,39.47
20190330 11:06,48.52
20190330 11:26,21.12
20190330 11:46,30.78
20190330 12:06,48.24
20190330 12:26,53.75
20190330 12:46,63.64
20190330 13:06,51.18
20190330 13:26,57.09
20190330 13:46,53.29
20190330 14:06,43.4
20190330 14:26,52.45
20190330 14:46,43.71
20190330 15:06,47.49
20190330 15:26,59.34
20190330 15:46,31.51
20190330 16:06,35.7
20190330 16:26,36.52
20190330 16:46,47.18
20190330 17:06,32.99
20190330 17:26,31.89
20190330 17:46,21.55
20190330 18:06,21.02
20190330 18:26,29.37
20190330 18:46,19.47
20190330 19:06,21.93
20190330 19:26,24.39
20190330 19:46,15.66
20190330 20:06,18.24
20190330 20:26,14.56
20190330 20:46,11.56
20190330 21:06,17.91
20190330 21:26,18.57
20190330 21:46,13.83
20190330 22:06,16.36
20190330 22:26,15.03
20190330 22:46,15.26
20190330 23:06,1.54
20190330 23:26,7.17
20190330 23:46,11.09
20190331 00:06,3.81
20190331 00:26,2.64
20190331 01:26,1.01
20190331 01:46,0.32
20190331 02:06,0.29
20190331 04:46,0.9
20190331 05:06,0.45
20190331 05:26,0.64
20190331 05:46,0.45
20190331 06:06,0.93
20190331 06:26,3.33
20190331 06:46,4.56
20190331 07:06,8.13
20190331 07:26,19.65
20190331 07:46,14.88
20190331 08:06,13.53
20190331 08:26,16.4
20190331 08:46,9.81
20190331 09:06,10.59
20190331 09:26,9.53
20190331 09:46,7.65
20190331 10:06,18.13
20190331 10:26,23.76
20190331 10:46,45.15
20190331 11:06,53.22
20190331 11:26,49.19
20190331 11:46,20.67
20190331 12:06,25.21
20190331 12:26,15.07
20190331 12:46,16.08
20190331 13:06,15.68
20190331 13:26,19.8
20190331 13:46,19.47
20190331 14:06,14.88
20190331 14:26,20.03
20190331 14:46,29.22
20190331 15:06,26.37
20190331 15:26,27.25
20190331 15:46,21.27
20190331 16:06,21.78
20190331 16:26,13.56
20190331 16:46,28.8
20190331 17:06,22.38
20190331 17:26,29.64
20190331 17:46,15.42
20190331 18:06,12.39
20190331 18:26,12.03
20190331 18:46,8.29
20190331 19:06,4.09
20190331 20:06,6.36
20190331 20:26,3.78
20190331 21:06,8.04
20190331 21:46,1.3
20190331 22:06,0.9
20190331 22:26,3.0
20190331 22:46,10.12
20190331 23:06,5.34
20190331 23:26,0.93
20190331 23:46,0.48
20190401 01:07,0.75
20190401 01:48,0.45
20190401 02:28,0.48
20190401 03:08,0.45
20190401 03:28,0.48
20190401 03:48,0.51
20190401 04:48,0.48
20190401 05:28,0.6
20190401 05:48,0.42
20190401 06:08,3.18
20190401 06:28,5.47
20190401 06:48,4.33
20190401 07:08,5.67
20190401 07:28,12.3
20190401 07:48,25.83
20190401 08:08,31.53
20190401 08:28,22.29
20190401 08:48,36.72
20190401 09:08,51.12
20190401 09:28,53.28
20190401 09:48,41.88
20190401 10:08,58.81
20190401 10:28,59.44
20190401 10:48,45.51
20190401 11:08,54.78
20190401 11:28,54.15
20190401 11:48,42.19
20190401 12:08,56.22
20190401 12:28,49.15
20190401 12:48,51.05
20190401 13:08,57.95
20190401 13:28,55.63
20190401 13:48,52.65
20190401 14:08,43.8
20190401 14:28,44.64
20190401 14:48,40.14
20190401 15:08,34.44
20190401 15:28,31.45
20190401 15:48,53.66
20190401 16:08,58.62
20190401 16:28,48.72
20190401 16:48,53.12
20190401 17:08,52.89
20190401 17:28,73.7
20190401 17:48,74.9
20190401 18:08,90.6
20190401 18:28,83.64
20190401 18:48,58.29
20190401 19:08,50.42
20190401 19:28,44.07
20190401 19:48,37.07
20190401 20:08,31.53
20190401 20:28,20.37
20190401 20:48,19.14
20190401 21:08,6.39
20190401 21:28,8.82
20190401 21:48,0.52
20190401 22:08,16.84
20190401 22:28,42.24
20190401 22:48,75.77
20190401 23:28,47.01
20190402 06:28,2.46
20190402 06:48,12.09
20190402 07:08,7.71
20190402 07:28,19.53
20190402 07:48,37.71
20190402 08:08,35.58
20190402 08:28,41.75
20190402 08:48,31.08
20190402 09:08,46.26
20190402 09:28,54.87
20190402 09:48,52.9
20190402 10:08,63.48
20190402 10:28,62.09
20190402 10:48,67.09
20190402 11:08,49.37
20190402 11:28,64.36
20190402 11:48,70.96
20190402 12:08,55.7
20190402 12:28,53.73
20190402 12:48,42.85
20190402 13:08,46.31
20190402 13:28,59.84
20190402 13:49,58.75
20190402 14:08,64.47
20190402 14:28,64.4
20190402 14:48,78.81
20190402 15:08,86.85
20190402 15:28,117.61
20190402 15:48,101.68
20190402 16:08,78.23
20190402 16:28,65.34
20190402 16:48,103.37
20190402 17:08,108.35
20190402 17:28,104.16
20190402 17:48,113.95
20190402 18:08,120.72
20190402 18:28,85.89
20190403 15:09,31.95
20190403 15:13,34.62
20190403 15:26,42.45
20190403 15:47,25.49
20190403 16:07,37.72
20190403 16:27,18.69
20190403 16:47,28.14
20190403 17:07,46.12
20190403 17:27,23.1
20190403 17:47,18.39
20190403 18:07,15.6
20190403 18:27,12.56
20190403 18:47,15.95
20190403 19:07,4.76
20190403 19:27,12.29
20190403 19:47,8.62
20190403 20:07,3.14
20190403 20:27,9.59
20190403 20:47,1.86
20190403 21:27,5.74
20190403 21:47,0.93
20190404 03:26,0.18
20190404 04:06,0.2
20190404 06:06,2.85
20190404 06:46,5.94
20190404 07:06,9.29
20190404 07:26,37.92
20190404 07:46,22.56
20190404 08:06,38.56
20190404 08:26,39.81
20190404 08:46,41.58
20190404 09:06,70.06
20190404 09:26,70.94
20190404 09:46,76.9
20190404 10:06,59.46
20190404 10:26,61.59
20190404 10:46,61.71
20190404 11:06,72.87
20190404 11:26,68.98
20190404 11:46,65.04
20190404 12:06,63.33
20190404 12:26,70.59
20190404 12:46,76.92
20190404 13:06,66.45
20190404 13:27,73.46
20190404 13:47,88.7
20190404 14:07,103.47
20190404 14:27,107.38
20190404 14:47,73.24
20190404 15:07,66.01
20190404 15:27,59.98
20190404 15:46,60.42
20190404 16:06,38.69
20190404 16:26,43.58
20190404 16:46,75.73
20190404 17:06,49.99
20190404 17:26,79.29
20190404 17:46,74.64
20190404 18:06,80.64
20190404 18:27,58.06
20190404 18:46,52.11
20190404 19:06,54.69
20190404 19:27,46.04
20190404 19:47,20.45
20190404 20:06,21.68
20190404 20:27,14.66
20190404 20:47,15.14
20190404 21:07,12.99
20190404 21:27,12.9
20190404 21:47,1.44
20190404 22:06,27.24
20190404 22:27,56.88
20190404 22:47,60.24
20190404 23:07,50.88
20190405 00:07,26.32
20190405 06:26,1.63
20190405 07:06,6.33
20190405 07:26,9.27
20190405 07:46,20.69
20190405 08:06,32.31
20190405 08:26,39.68
20190405 08:46,34.02
20190405 09:06,44.98
20190405 09:26,56.12
20190405 09:46,81.03
20190405 10:06,56.7
20190405 10:26,62.64
20190405 10:46,56.76
20190405 11:06,65.16
20190405 11:27,64.48
20190405 11:46,58.71
20190405 12:06,77.56
20190405 12:27,66.66
20190405 12:46,60.77
20190405 13:06,44.04
20190405 13:27,71.13
20190405 13:47,85.32
20190405 14:07,88.43
20190405 14:27,84.24
20190405 14:47,80.28
20190405 15:08,75.87
20190405 15:28,77.11
20190405 15:48,65.97
20190405 16:07,37.82
20190405 16:27,44.19
20190405 16:47,46.11
20190405 17:07,54.66
20190405 17:27,60.54
20190405 17:47,98.58
20190405 18:07,68.97
20190405 18:27,54.07
20190405 18:47,53.82
20190405 19:07,51.22
20190405 19:27,39.24
20190405 19:47,44.03
20190405 20:07,22.37
20190405 20:27,13.96
20190405 20:47,12.59
20190405 21:07,13.95
20190405 21:27,12.39
20190405 21:47,11.32
20190405 22:07,23.07
20190405 22:27,33.39
20190405 22:47,45.66
20190405 23:07,27.54
20190405 23:27,20.19
20190405 23:47,2.07
20190406 05:27,0.18
20190406 06:46,2.58
20190406 07:27,0.48
20190406 08:06,9.44
20190406 08:26,9.12
20190406 08:46,13.05
20190406 09:06,9.72
20190406 09:27,22.6
20190406 09:46,19.19
20190406 10:06,37.4
20190406 10:27,25.33
20190406 10:46,13.23
20190406 11:06,49.38
20190406 11:26,44.23
20190406 11:46,40.2
20190406 12:06,45.99
20190406 12:26,63.15
20190406 12:46,42.68
20190406 13:06,33.97
20190406 13:26,53.03
20190406 13:46,47.79
20190406 14:07,45.21
20190406 14:27,64.16
20190406 14:47,61.87
20190406 15:07,58.84
20190406 15:27,60.72
20190406 15:46,39.93
20190406 16:06,42.51
20190406 16:27,73.61
20190406 16:46,60.17
20190406 17:06,48.94
20190406 17:27,42.27
20190406 17:47,28.14
20190406 18:06,32.81
20190406 18:27,12.96
20190406 18:47,15.36
20190406 19:07,10.17
20190406 19:27,7.2
20190406 19:47,6.99
20190406 20:07,4.89
20190406 20:27,12.46
20190406 20:47,3.36
20190406 21:07,11.6
20190406 21:27,15.41
20190406 21:47,14.67
20190406 22:07,9.15
20190406 22:27,7.41
20190406 22:47,12.99
20190406 23:07,8.16
20190406 23:27,8.22
20190406 23:47,3.04
20190407 03:07,0.19
20190407 06:06,8.34
20190407 06:27,14.58
20190407 06:46,21.48
20190407 07:06,51.55
20190407 07:27,48.12
20190407 07:47,43.47
20190407 08:06,35.75
20190407 08:27,35.49
20190407 08:47,22.56
20190407 09:06,29.85
20190407 09:27,31.17
20190407 09:47,31.11
20190407 10:06,37.77
20190407 10:27,41.97
20190407 10:46,44.4
20190407 11:06,44.4
20190407 11:27,54.06
20190407 11:46,59.79
20190407 12:06,83.67
20190407 12:26,34.65
20190407 12:46,55.47
20190407 13:07,25.2
20190407 13:27,13.02
20190407 13:47,8.34
20190407 14:07,15.69
20190407 14:27,5.61
20190407 14:47,14.13
20190407 15:07,15.16
20190407 15:27,15.09
20190407 15:47,6.88
20190407 16:06,13.14
20190407 16:27,17.64
20190407 16:46,13.44
20190407 17:06,10.67
20190407 17:27,11.64
20190407 17:46,16.24
20190407 18:06,13.17
20190407 18:27,5.84
20190407 18:47,3.22
20190407 19:07,7.14
20190407 19:27,3.11
20190407 19:47,8.46
20190407 20:07,4.2
20190407 20:27,1.67
20190407 20:47,1.98
20190407 21:07,1.92
20190407 21:27,0.99
20190407 21:47,0.18
20190407 22:07,0.54
20190407 22:27,2.85
20190408 02:47,2.7
20190408 05:27,1.26
20190408 06:06,3.68
20190408 06:27,3.13
20190408 06:46,10.04
20190408 07:06,25.27
20190408 07:27,39.6
20190408 07:46,52.61
20190408 08:06,44.84
20190408 08:27,70.78
20190408 08:46,71.01
20190408 09:06,92.58
20190408 09:27,72.84
20190408 09:46,72.72
20190408 10:06,56.19
20190408 10:27,69.52
20190408 10:46,62.68
20190408 11:06,63.16
20190408 11:27,69.7
20190408 11:46,83.34
20190408 12:06,71.37
20190408 12:27,67.08
20190408 12:47,55.08
20190408 13:07,59.22
20190408 13:27,64.11
20190408 13:47,62.61
20190408 14:07,72.62
20190408 14:27,59.13
20190408 14:47,45.18
20190408 15:07,65.55
20190408 15:27,34.51
20190408 15:47,29.98
20190408 16:07,25.83
20190408 16:27,38.55
20190408 16:47,41.69
20190408 17:07,45.04
20190408 17:27,80.77
20190408 17:47,79.89
20190408 18:07,75.93
20190408 18:27,58.53
20190408 18:47,59.84
20190408 19:06,66.82
20190408 19:27,43.71
20190408 19:47,43.02
20190408 20:07,28.79
20190408 20:27,10.35
20190408 20:47,13.41
20190408 21:07,6.03
20190408 21:27,1.5
20190408 21:47,0.68
20190408 22:07,16.74
20190408 22:27,47.58
20190409 00:47,0.17
20190409 02:46,0.17
20190409 03:47,21.84
20190409 04:06,22.9
20190409 06:27,1.71
20190409 06:46,3.99
20190409 07:06,10.56
20190409 07:46,49.47
20190409 08:06,50.67
20190409 08:27,30.81
20190409 08:46,54.69
20190409 09:06,71.73
20190409 09:27,64.74
20190409 09:46,40.53
20190409 10:06,67.32
20190409 10:26,59.25
20190409 10:46,66.11
20190409 11:06,63.87
20190409 11:27,79.95
20190409 11:46,55.9
20190409 12:06,71.91
20190409 12:27,57.81
20190409 12:47,49.42
20190409 13:07,39.66
20190409 13:27,41.67
20190409 13:47,38.11
20190409 14:07,34.79
20190409 14:27,36.28
20190409 14:47,34.57
20190409 15:07,24.56
20190409 15:27,35.82
20190409 15:47,26.09
20190409 16:07,28.77
20190409 16:27,25.42
20190409 16:47,29.86
20190409 17:07,63.96
20190409 17:27,64.38
20190409 17:47,80.37
20190409 18:07,56.01
20190409 18:27,37.32
20190409 18:47,60.9
20190409 19:07,42.89
20190409 19:27,38.62
20190409 19:47,30.78
20190409 20:07,7.0
20190409 20:27,6.69
20190409 20:47,5.21
20190409 21:06,5.1
20190409 21:27,0.15
20190409 21:47,1.29
20190409 22:07,27.01
20190409 22:27,56.8
20190409 22:47,53.91
20190410 01:07,0.18
20190410 03:47,2.63
20190410 06:47,13.95
20190410 07:06,16.59
20190410 07:27,37.6
20190410 07:46,46.68
20190410 08:06,56.97
20190410 08:26,77.82
20190410 08:46,62.85
20190410 09:06,73.8
20190410 09:27,70.14
20190410 09:46,79.56
20190410 10:06,49.62
20190410 10:27,57.02
20190410 10:46,62.85
20190410 11:06,58.56
20190410 11:27,60.94
20190410 11:46,54.24
20190410 12:06,68.1
20190410 12:27,86.85
20190410 12:46,57.36
20190410 13:06,58.65
20190410 13:27,71.81
20190410 13:47,64.68
20190410 14:07,70.42
20190410 14:27,70.05
20190410 14:47,53.35
20190410 15:07,52.44
20190410 15:27,48.72
20190410 15:47,46.83
20190410 16:07,38.24
20190410 16:27,30.99
20190410 16:47,41.79
20190410 17:07,49.25
20190410 17:27,56.51
20190410 17:47,81.18
20190410 18:06,80.73
20190410 18:27,89.01
20190410 18:47,99.78
20190410 19:06,77.29
20190410 19:27,72.96
20190410 19:47,30.84
20190410 20:07,21.29
20190410 20:27,9.14
20190410 20:47,4.27
20190410 21:07,3.22
20190410 21:27,7.52
20190410 22:07,25.44
20190410 22:27,57.53
20190410 22:47,59.28
20190411 05:46,0.54
20190411 06:06,0.99
20190411 06:27,1.77
20190411 06:47,8.96
20190411 07:06,6.21
20190411 07:27,26.0
20190411 07:47,63.81
20190411 08:06,43.65
20190411 08:27,73.51
20190411 08:47,70.23
20190411 09:07,80.17
20190411 09:27,89.58
20190411 09:47,84.48
20190411 10:07,102.97
20190411 10:27,98.43
20190411 10:47,83.7
20190411 11:07,89.97
20190411 11:27,82.34
20190411 11:47,73.65
20190411 12:07,106.35
20190411 12:27,77.35
20190411 12:47,84.71
20190411 13:07,74.7
20190411 13:27,66.57
20190411 13:47,67.08
20190411 14:07,86.56
20190411 14:27,75.87
20190411 14:47,63.78
20190411 15:07,64.73
20190411 15:27,68.49
20190411 15:47,54.54
20190411 16:07,41.55
20190411 16:27,41.31
20190411 16:47,40.93
20190411 17:07,61.8
20190411 17:27,73.82
20190411 17:47,84.12
20190411 18:07,83.19
20190411 18:27,55.46
20190411 18:47,51.01
20190411 19:07,24.87
20190411 19:27,30.77
20190411 19:47,11.87
20190411 20:07,10.77
20190411 20:27,21.21
20190411 20:47,18.69
20190411 21:07,9.0
20190411 21:27,7.17
20190411 21:47,5.55
20190411 22:07,33.9
20190411 22:27,42.53
20190411 22:47,59.46
20190411 23:07,50.4
20190412 02:07,0.18
20190412 03:27,7.48
20190412 05:47,0.54
20190412 06:47,21.78
20190412 07:07,16.68
20190412 07:27,34.3
20190412 07:47,48.01
20190412 08:07,51.35
20190412 08:27,57.06
20190412 08:47,67.14
20190412 09:07,68.6
20190412 09:27,61.32
20190412 09:47,64.14
20190412 10:07,54.49
20190412 10:27,63.9
20190412 10:47,64.61
20190412 11:07,60.63
20190412 11:27,59.91
20190412 11:47,72.96
20190412 12:07,51.33
20190412 12:27,35.97
20190412 12:47,6.75
20190412 13:07,21.97
20190412 13:27,22.86
20190412 13:47,54.1
20190412 14:07,60.54
20190412 14:27,76.09
20190412 14:47,91.86
20190412 15:07,83.69
20190412 15:27,73.11
20190412 15:47,77.56
20190412 16:07,59.1
20190412 16:27,66.51
20190412 16:47,75.33
20190412 17:07,74.07
20190412 17:27,92.33
20190412 17:47,94.46
20190412 18:07,94.23
20190412 18:27,84.84
20190412 18:47,71.51
20190412 19:07,62.67
20190412 19:27,72.33
20190412 19:47,41.93
20190412 20:07,42.25
20190412 20:27,20.73
20190412 20:47,13.5
20190412 21:07,9.79
20190412 21:27,6.2
20190412 21:47,4.46
20190412 22:07,5.7
20190412 22:27,47.68
20190412 23:07,31.77
20190412 23:27,24.12
20190412 23:47,8.19
20190413 00:07,2.31
20190413 00:27,11.04
20190413 00:47,0.76
20190413 02:07,6.24
20190413 05:07,1.68
20190413 05:27,0.19
20190413 07:07,9.93
20190413 07:27,5.97
20190413 07:47,0.96
20190413 08:07,6.63
20190413 08:27,4.82
20190413 08:47,13.11
20190413 09:07,13.92
20190413 09:27,37.35
20190413 09:47,48.91
20190413 10:07,31.25
20190413 10:27,49.02
20190413 10:47,90.6
20190413 11:07,102.62
20190413 11:27,104.88
20190413 11:47,112.01
20190413 12:07,106.62
20190413 12:27,88.29
20190413 12:47,77.87
20190413 13:07,107.67
20190413 13:27,88.2
20190413 13:47,77.37
20190413 14:07,57.6
20190413 14:27,61.12
20190413 14:47,78.39
20190413 15:07,83.1
20190413 15:27,55.74
20190413 15:47,44.71
20190413 16:07,51.09
20190413 16:27,46.72
20190413 16:47,36.37
20190413 17:07,21.81
20190413 17:27,21.6
20190413 17:47,23.34
20190413 18:07,29.67
20190413 18:27,20.88
20190413 18:47,17.19
20190413 19:27,6.27
20190413 19:47,14.31
20190413 20:07,7.41
20190413 20:27,10.11
20190413 20:47,7.08
20190413 21:07,6.75
20190413 21:47,5.09
20190413 22:07,2.04
20190413 22:27,21.17
20190413 22:47,35.16
20190414 00:07,6.45
20190414 02:27,1.08
20190414 03:27,0.76
20190414 06:27,1.11
20190414 06:47,2.22
20190414 07:07,8.72
20190414 07:27,17.67
20190414 07:47,13.77
20190414 08:07,16.71
20190414 08:27,22.65
20190414 08:47,8.22
20190414 09:07,14.73
20190414 09:27,4.11
20190414 09:47,6.81
20190414 10:07,18.49
20190414 10:27,11.4
20190414 10:47,12.3
20190414 11:07,28.32
20190414 11:27,19.23
20190414 11:47,19.47
20190414 12:07,7.71
20190414 12:27,11.94
20190414 12:47,5.67
20190414 13:07,7.23
20190414 13:27,6.27
20190414 13:47,12.36
20190414 14:07,16.02
20190414 14:27,15.0
20190414 14:47,10.62
20190414 15:07,13.56
20190414 15:27,14.49
20190414 15:47,6.96
20190414 16:07,10.98
20190414 16:27,21.18
20190414 16:47,12.06
20190414 17:07,7.95
20190414 17:27,4.74
20190414 17:47,4.68
20190414 18:07,8.1
20190414 18:27,2.07
20190414 19:07,9.48
20190414 19:27,5.58
20190414 20:07,3.12
20190414 20:27,4.14
20190414 20:47,3.15
20190414 22:07,0.17
20190414 22:27,1.02
20190414 23:07,2.18
20190414 23:47,1.14
20190415 05:27,1.53
20190415 05:47,0.17
20190415 06:07,3.12
20190415 06:47,13.41
20190415 07:07,10.74
20190415 07:27,30.56
20190415 07:47,57.39
20190415 08:07,64.36
20190415 08:27,66.46
20190415 08:47,50.7
20190415 09:07,78.09
20190415 09:27,75.89
20190415 09:47,57.15
20190415 10:07,59.39
20190415 10:27,51.31
20190415 10:47,77.13
20190415 11:07,60.45
20190415 11:27,65.01
20190415 11:47,37.8
20190415 12:07,60.17
20190415 12:27,60.78
20190415 12:47,50.33
20190415 13:07,66.79
20190415 13:27,68.42
20190415 13:47,63.79
20190415 14:07,55.38
20190415 14:27,72.45
20190415 14:47,54.96
20190415 15:07,48.6
20190415 15:27,42.65
20190415 15:47,50.07
20190415 16:07,49.83
20190415 16:27,74.65
20190415 16:47,56.88
20190415 17:07,58.17
20190415 17:27,83.13
20190415 17:47,110.07
20190415 18:07,80.22
20190415 18:27,76.17
20190415 18:47,98.25
20190415 19:07,109.84
20190415 19:27,81.91
20190415 19:47,73.06
20190415 20:07,49.87
20190415 20:27,24.72
20190415 20:47,20.72
20190415 21:07,13.95
20190415 21:27,7.07
20190415 22:27,44.92
20190415 22:47,43.74
20190415 23:27,6.48
20190416 02:07,5.31
20190416 02:27,1.08
20190416 06:47,6.97
20190416 07:07,4.68
20190416 07:27,28.89
20190416 07:47,38.44
20190416 08:07,44.57
20190416 08:27,61.98
20190416 08:47,77.88
20190416 09:07,77.16
20190416 09:27,87.71
20190416 09:47,60.6
20190416 10:07,68.79
20190416 10:27,59.94
20190416 10:47,63.84
20190416 11:07,79.74
20190416 11:27,76.27
20190416 11:47,63.99
20190416 12:07,71.46
20190416 12:27,70.11
20190416 12:47,71.91
20190416 13:07,50.49
20190416 13:27,61.68
20190416 13:47,51.87
20190416 14:07,50.69
20190416 14:27,61.79
20190416 14:47,57.84
20190416 15:07,62.22
20190416 15:27,62.44
20190416 15:47,46.95
20190416 16:07,30.11
20190416 16:27,60.05
20190416 16:47,66.35
20190416 17:07,73.2
20190416 17:27,118.25
20190416 17:47,97.41
20190416 18:07,105.24
20190416 18:27,115.01
20190416 18:47,120.87
20190416 19:07,107.37
20190416 19:27,80.76
20190416 19:47,84.09
20190416 20:07,93.18
20190416 20:27,85.73
20190416 20:47,85.88
20190416 21:07,76.96
20190416 21:27,47.95
20190416 21:47,12.63
20190416 22:07,12.94
20190416 22:27,32.4
20190416 22:47,27.99
20190417 03:07,0.2
20190417 06:47,1.14
20190417 07:27,0.18
20190417 09:27,3.18
20190417 10:07,8.28
20190417 10:47,32.27
20190417 11:27,11.61
20190417 11:47,1.32
20190417 12:07,0.54
20190417 13:47,1.5
20190417 15:27,2.31
20190417 16:27,1.17
20190417 16:47,2.55
20190417 17:07,0.51
20190417 17:27,3.58
20190417 17:47,1.62
20190417 18:27,1.44
20190417 18:47,3.57
20190417 19:07,0.51
20190417 20:27,1.02
20190417 20:47,2.01
20190417 21:07,1.56
20190417 21:27,1.05
20190418 02:27,0.39
20190418 05:07,0.6
20190418 06:27,0.18
20190418 06:47,1.41
20190418 07:07,1.95
20190418 07:27,20.61
20190418 07:47,23.27
20190418 08:07,21.06
20190418 08:27,20.35
20190418 08:47,34.11
20190418 09:07,35.82
20190418 09:27,33.26
20190418 09:47,51.96
20190418 10:07,46.2
20190418 10:27,65.35
20190418 10:47,63.15
20190418 11:07,56.73
20190418 11:27,53.46
20190418 11:47,60.82
20190418 12:07,64.41
20190418 12:27,56.7
20190418 12:47,38.82
20190418 13:07,35.52
20190418 13:27,46.2
20190418 13:48,60.71
20190418 14:07,54.96
20190418 14:27,41.22
20190418 14:47,40.29
20190418 15:07,39.01
20190418 15:27,32.71
20190418 15:47,34.71
20190418 16:07,12.6
20190418 16:27,23.09
20190418 16:47,30.93
20190418 17:07,21.01
20190418 17:27,23.56
20190418 17:47,39.66
20190418 18:07,24.73
20190418 18:27,30.03
20190418 18:47,43.62
20190418 19:07,11.65
20190418 19:27,6.9
20190418 19:47,3.81
20190418 20:08,3.15
20190418 20:31,4.2
20190419 00:47,0.2
20190419 06:47,0.38
20190419 07:47,6.21
20190419 09:07,3.42
20190419 09:27,3.84
20190419 09:47,2.11
20190419 10:07,10.65
20190419 10:27,9.84
20190419 10:47,13.0
20190419 11:07,3.6
20190419 11:27,8.82
20190419 11:47,16.02
20190419 12:07,11.64
20190419 12:27,9.78
20190419 12:47,7.29
20190419 13:07,7.71
20190419 13:27,10.86
20190419 13:47,12.81
20190419 14:07,19.97
20190419 14:27,17.49
20190419 14:47,16.71
20190419 15:07,15.66
20190419 15:27,15.75
20190419 15:47,10.8
